278, 312
260, 299
259, 295
241, 289
271, 313
259, 314
262, 318
260, 321
224, 323
217, 326
218, 330
230, 363
236, 351
252, 341
259, 342
256, 347
248, 357
244, 368
248, 372
254, 365
263, 362
261, 367
255, 373
255, 379
272, 400
274, 392
289, 375
290, 369
286, 360
277, 351
275, 345
281, 344
287, 354
298, 365
309, 354
307, 343
288, 334
288, 328
305, 328
309, 355
311, 338
319, 327
318, 318
307, 307
278, 312
